h,w,fileName
320,234,/home/echo/bolete/data/rubroboletus-rhodosanguineus/Boletus-rhodosanguineus-older-cap-Walt-Sturgeon.jpg
320,240,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-old-faded-and-cracked-Dave-Wasilewski.jpg
4320,3240,/home/echo/bolete/data/rubroboletus-rhodosanguineus/Rubroboletus-rhodosanguineus-Igor-Safonov.jpg
1500,1004,/home/echo/bolete/data/rubroboletus-rhodosanguineus/boletus-rhodosanguineus-bolet-rouge-sang_4994220653_o.jpg
1500,1004,/home/echo/bolete/data/rubroboletus-rhodosanguineus/boletus-rhodosanguineus-bolet-rouge-sang_4994825490_o.jpg
2448,3264,/home/echo/bolete/data/strobilomyces-confusus/Strobilomyces-confusus-2-KSP.jpg
3264,2448,/home/echo/bolete/data/strobilomyces-confusus/Strobilomyces-confusus-3-KSP.jpg
2448,3264,/home/echo/bolete/data/strobilomyces-confusus/Strobilomyces-confusus-KSP.jpg
3471,2353,/home/echo/bolete/data/strobilomyces-confusus/Strobilomyces-confusus.jpg
580,436,/home/echo/bolete/data/strobilomyces-confusus/Strobilomyces-floccopus-Beatrix-Potter.jpeg
4200,2800,/home/echo/bolete/data/strobilomyces-confusus/Strobilomyces-floccopus-NC-7-12-2013-C-JP3.jpg
320,182,/home/echo/bolete/data/strobilomyces-confusus/Strobilomyces-floccopus-Walt-Sturgeon.jpg
320,240,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-opened-old-faded-and-cracked-Dave-Wasilewski.jpg
6000,4000,/home/echo/bolete/data/strobilomyces-dryophilus/Strobilomyces-dryophilus-JP3.jpg
4032,3024,/home/echo/bolete/data/strobilomyces-dryophilus/Strobilomyces-dryophilus-cap-Jared-McRae.jpg
4032,3024,/home/echo/bolete/data/strobilomyces-dryophilus/Strobilomyces-dryophilus-pores-stem-Jared-McRae.jpg
580,436,/home/echo/bolete/data/strobilomyces-dryophilus/Strobilomyces-floccopus-Beatrix-Potter.jpeg
4200,2800,/home/echo/bolete/data/strobilomyces-dryophilus/Strobilomyces-floccopus-NC-7-12-2013-C-JP3.jpg
320,182,/home/echo/bolete/data/strobilomyces-dryophilus/Strobilomyces-floccopus-Walt-Sturgeon.jpg
580,436,/home/echo/bolete/data/strobilomyces-strobilaceus/Strobilomyces-floccopus-Beatrix-Potter.jpeg
4200,2800,/home/echo/bolete/data/strobilomyces-strobilaceus/Strobilomyces-floccopus-NC-7-12-2013-C-JP3.jpg
320,182,/home/echo/bolete/data/strobilomyces-strobilaceus/Strobilomyces-floccopus-Walt-Sturgeon.jpg
1280,960,/home/echo/bolete/data/suillellus-amygdalinus/Boletus-amygdalinus-Alan-Rockefeller.jpg
4318,3091,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-var-borealis-Walt-Sturgeon.jpg
320,240,/home/echo/bolete/data/suillellus-amygdalinus/Boletus-amygdalinus-Debbie-Viess.jpg
2048,1536,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-Darvin-DeShazer.jpg
1280,960,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-Debbie-Viess.jpg
2048,1536,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-array-Darvin-DeShazer.jpg
1024,768,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-cap-flesh-and-tubes-Debbie-Viess.jpg
1280,960,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-on-moss-Debbie-Viess.jpg
2560,1920,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-pores-angle-Darvin-DeShazer-scaled.jpg
2448,3264,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-pores-angle-Darvin-DeShazer.jpg
2048,1536,/home/echo/bolete/data/suillellus-amygdalinus/Suillellus-amygdalinus-stipe-Darvin-DeShazer.jpg
2560,1920,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-Jared-McRae-scaled.jpg
6000,4000,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-var-subreticulatus-Closeup-NEMF-CONN-U-8-1-2015-JP3.jpg
3455,2591,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-Jared-McRae.jpg
4032,3024,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-array-Jared-McRae.jpeg
2560,1920,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-array-earlier-Jared-McRae-scaled.jpg
3560,2670,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-array-earlier-Jared-McRae.jpg
2560,1920,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-array-later-Jared-McRae-scaled.jpg
3783,2837,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-array-later-Jared-McRae.jpg
2560,1920,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-beauty-shot-Jared-McRae-scaled.jpg
3292,2469,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-beauty-shot-Jared-McRae.jpg
4032,3024,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-bottoms-up-Jared-McRae.jpeg
4032,3024,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-close-up-on-pores-stem-Jared-McRae.jpeg
5600,3733,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-var-subreticulatus-NEMF-CONN-U-8-1-2015-JP3.jpg
3024,4032,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-closeup-on-stem-Jared-McRae.jpeg
2560,1921,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-duet-Jared-McRae-scaled.jpg
3415,2562,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-duet-Jared-McRae.jpg
3024,4032,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-halves-Jared-McRae.jpeg
2560,1920,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-in-situ-Jared-McRae-scaled.jpg
3458,2593,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-in-situ-Jared-McRae.jpg
4032,3024,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-solo-Jared-McRae.jpeg
4032,3024,/home/echo/bolete/data/suillellus-hypocarycinus/Suillellus-hypocarycinus-stem-and-pores-Jared-McRae.jpeg
5782,3887,/home/echo/bolete/data/suillellus-luridus/Boletus-luridus-WPMC-Becker-collection.jpg
1800,2418,/home/echo/bolete/data/suillellus-luridus/boletus-luridus-bolet-blafard_6061502169_o.jpg
320,240,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-var-subreticulatus-Walt-Sturgeon.jpg
1500,1004,/home/echo/bolete/data/suillellus-luridus/boletus-luridus_6335995520_o.jpg
851,960,/home/echo/bolete/data/suillus-acidus/Suillus-acidus-Bill-Yule.jpg
4900,3267,/home/echo/bolete/data/suillus-acidus/Suillus-acidus-aka-intermedius-8-7-2013-JP3.jpg
3969,2661,/home/echo/bolete/data/suillus-acidus/Suillus-acidus-aka-intermedius-JP3.jpg
320,147,/home/echo/bolete/data/suillus-acidus/Suillus-acidus-aka-intermedius-Walt-Sturgeon.jpg
320,237,/home/echo/bolete/data/suillus-acidus/Suillus-subalutaceus-Walt-Sturgeon.jpg
320,235,/home/echo/bolete/data/suillus-acidus/Suillus-subalutaceus-Walt-Sturgeon1.jpg
4272,2848,/home/echo/bolete/data/suillus-albivelatus/Suillus-albivelatus-NAMA-2010-red-pin-holes-like-brevipes-A-JP3.jpg
2048,1536,/home/echo/bolete/data/suillus-albivelatus/Suillus-albivelatus-array-Darvin-DeShazer.jpg
2048,1536,/home/echo/bolete/data/suillus-albivelatus/Suillus-albivelatus-array-reversed-Darvin-DeShazer.jpg
320,240,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-var-subreticulatus-cap-Walt-Sturgeon.jpg
2048,1536,/home/echo/bolete/data/suillus-albivelatus/Suillus-albivelatus-flesh-Darvin-DeShazer.jpg
320,239,/home/echo/bolete/data/suillus-americanus/Suillus-americanus-Debbie-Viess.jpg
320,239,/home/echo/bolete/data/suillus-americanus/Suillus-americanus-Debbie-Viess1.jpg
1280,1086,/home/echo/bolete/data/suillus-americanus/Suillus-americanus-Igor-Safonov.jpg
3453,2463,/home/echo/bolete/data/suillus-americanus/Suillus-americanus-JP3.jpg
5723,3858,/home/echo/bolete/data/suillus-americanus/Suillus-americanus-WPMC-Becker-collection.jpg
1280,960,/home/echo/bolete/data/suillus-americanus/Suillus-americanus-older-with-browned-pores-Dave-Wasilewsky.jpg
4272,2848,/home/echo/bolete/data/suillus-ampliporus/Suillus-cavipes-C-NAMA08-Idaho-sony12.jpg
1280,960,/home/echo/bolete/data/suillus-ampliporus/Suillus-cavipes-Debbie-Viess.jpg
4272,2848,/home/echo/bolete/data/suillus-ampliporus/Suillus-cavipes-MAW-9-27-2012-A-JP3.jpg
320,240,/home/echo/bolete/data/baorangia-bicolor/Boletus-bicolor-var-subreticulatus-split-Walt-Sturgeon.jpg
3008,2000,/home/echo/bolete/data/suillus-ampliporus/Suillus-cavipes-NEMF2006-km6mp.jpg
320,240,/home/echo/bolete/data/suillus-ampliporus/Suillus-cavipes-cap-Walt-Sturgeon.jpg
320,264,/home/echo/bolete/data/suillus-ampliporus/Suillus-cavipes-stem-and-pores-Walt-Sturgeon.jpg
1536,2048,/home/echo/bolete/data/suillus-anomalus/Suillus-anomalus-Kitsap-Peninsula-Mycological-Society.jpg
2560,1920,/home/echo/bolete/data/suillus-anomalus/Suillus-anomalus-cap-Kitsap-Peninsula-Mycological-Society.jpg
2560,1920,/home/echo/bolete/data/suillus-anomalus/Suillus-anomalus-pores-Kitsap-Peninsula-Mycological-Society.jpg
4900,3267,/home/echo/bolete/data/suillus-bovinus/Suillus-bovinus-Mammoth-9-16-2013-A-JP3.jpg
4550,3033,/home/echo/bolete/data/suillus-bovinus/Suillus-bovinus-Mammoth-9-16-2013-C-JP3.jpg
1280,1003,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-Dan-Molter.jpg
1024,768,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-Debbie-Viess.jpg
1500,1125,/home/echo/bolete/data/baorangia-bicolor/boletus-bicolor-var-subreticulatus-bolet-bicolore_2117211107_o.jpg
3992,5144,/home/echo/bolete/data/aureoboletus-abruptibulbus/Aureoboletus-auriporus-Geoff-Balme.jpeg
5723,3858,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-WPMC-Becker-collection.jpg
1280,1117,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-caps-Igor-Safonov.jpg
1280,813,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-pores-and-stems-Igor-Safonov.jpg
3024,4032,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-spp.jpg
320,205,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-taken-in-MA-Walt-Sturgeon.jpg
320,232,/home/echo/bolete/data/suillus-brevipes/Suillus-brevipes-taken-in-Ontario-Walt-Sturgeon.jpg
320,240,/home/echo/bolete/data/suillus-brunnescens/Suillus-brunnescens-Debbie-Viess.jpg
1280,853,/home/echo/bolete/data/suillus-caerulescens/Suillus-caerulescens-2-Alan-Rockefeller.jpg
1280,853,/home/echo/bolete/data/suillus-caerulescens/Suillus-caerulescens-Alan-Rockefeller.jpg
2048,1536,/home/echo/bolete/data/suillus-caerulescens/Suillus-caerulescens-Darvin-DeShazer.jpg
1200,675,/home/echo/bolete/data/baorangia-rufomaculata/Boletus-rufomaculatus-James-Paderprobably-ID-by-the-Bessettes.jpg
4550,3034,/home/echo/bolete/data/suillus-caerulescens/Suillus-caerulescens-NAMA-Washington-10-12-2014-JP3.jpg
2048,1536,/home/echo/bolete/data/suillus-caerulescens/Suillus-caerulescens-array-Darvin-DeShazer.jpg
853,1280,/home/echo/bolete/data/suillus-caerulescens/Suillus-caerulescens-pores-and-stem-Alan-Rockefeller.jpg
2048,1536,/home/echo/bolete/data/suillus-caerulescens/Suillus-caerulescens-youngster-Darvin-DeShazer.jpg
2440,2338,/home/echo/bolete/data/suillus-clintonianus/Suillus-clintonianus-Bill-Yule.jpeg
2778,1963,/home/echo/bolete/data/suillus-clintonianus/Suillus-clintonianus-closeup-on-the-reticulation-Bill-Yule.jpeg
2574,2574,/home/echo/bolete/data/suillus-clintonianus/Suillus-clintonianus-pore-staining-Bill-Yule.jpeg
2671,2005,/home/echo/bolete/data/suillus-clintonianus/Suillus-clintonianus-stem-pores-Bill-Yule.jpeg
5237,3562,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevellei-WPMC-Becker-collection.jpg
4272,2848,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-Ohio-10-13-2012-B-JP3.jpg
1200,675,/home/echo/bolete/data/baorangia-rufomaculata/Boletus-rufomaculatus-angle-James-Paderprobably-ID-by-the-Bessettes.jpg
4272,2848,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-Toronto08-C.jpg
4000,2962,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-babies-Robert-Gergulics.jpg
4000,2725,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-half-Robert-Gergulics.jpg
320,213,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-orange-caps-Walt-Sturgeon.jpg
4000,2670,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-pores-Robert-Gergulics.jpg
4000,1770,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-portrait-Robert-Gergulics.jpg
320,297,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-red-caps-Walt-Sturgeon.jpg
320,224,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-red-dry-caps-Walt-Sturgeon.jpg
4000,2670,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-stem-and-pores-Robert-Gergulics.jpg
320,247,/home/echo/bolete/data/suillus-clintonianus/Suillus-grevillei-yellow-caps-Walt-Sturgeon.jpg
1200,675,/home/echo/bolete/data/baorangia-rufomaculata/Boletus-rufomaculatus-context-James-Paderprobably-ID-by-the-Bessettes.jpg
5250,3500,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-10-25-2013-B-JP3.jpg
2888,3528,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-Geoff-Balme.jpg
4032,3024,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-array-Jared-McRae.jpg
960,934,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-babies-2-Jason-Bolin.jpg
834,960,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-babies-Jason-Bolin.jpg
960,807,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-babies-a-day-later-Jason-Bolin.jpg
960,944,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-babies-group-Jason-Bolin.jpg
862,960,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-baby-Jason-Bolin.jpg
4032,3024,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-baby-with-veil-Jared-McRae.jpg
4032,3024,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-half-Jared-McRae.jpg
1200,675,/home/echo/bolete/data/baorangia-rufomaculata/Boletus-rufomaculatus-portrait-James-Paderprobably-ID-by-the-Bessettes.jpg
4032,3024,/home/echo/bolete/data/suillus-cothurnatus/Suillus-cothurnatus-on-pinecone-Jared-McRae.jpg
1420,1889,/home/echo/bolete/data/suillus-decipiens/Suillus-decipiens-2-Igor-Safonov.jpg
3612,2857,/home/echo/bolete/data/suillus-decipiens/Suillus-decipiens-Igor-Safonov.jpg
4320,3240,/home/echo/bolete/data/suillus-decipiens/Suillus-decipiens-babies-with-veils-Igor-Safonov.jpg
1874,1889,/home/echo/bolete/data/suillus-decipiens/Suillus-decipiens-cap-Igor-Safonov.jpg
3968,2823,/home/echo/bolete/data/suillus-decipiens/Suillus-decipiens-pores-Igor-Safonov.jpg
4320,3240,/home/echo/bolete/data/suillus-decipiens/Suillus-decipiens-pores-closeup-Igor-Safonov.jpg
3594,2422,/home/echo/bolete/data/suillus-elbensis/Fuscoboletinus-serotinus-JP3.jpg
2272,1704,/home/echo/bolete/data/suillus-elbensis/Suillus-elbensis-pair-Eva-Skific.jpg
2272,1704,/home/echo/bolete/data/suillus-elbensis/Suillus-elbensis-standing-Eva-Skific.jpg
540,960,/home/echo/bolete/data/baorangia-rufomaculata/Boletus-rufomaculatus-singleton-James-Paderprobably-ID-by-the-Bessettes.jpg
2272,1704,/home/echo/bolete/data/suillus-elbensis/Suillus-elbensis-stem-pores-Eva-Skific.jpg
320,163,/home/echo/bolete/data/suillus-elbensis/Suillus-serotinus-with-purple-caps-Walt-Sturgeon.jpg
1920,2560,/home/echo/bolete/data/suillus-flavidus/Suillus-flavidus-aka-umbonatus-Darvin-DeShazer-scaled.jpg
2448,3264,/home/echo/bolete/data/suillus-flavidus/Suillus-flavidus-aka-umbonatus-Darvin-DeShazer.jpg
1920,2560,/home/echo/bolete/data/suillus-flavidus/Suillus-flavidus-aka-umbonatus-set-Darvin-DeShazer-scaled.jpg
2448,3264,/home/echo/bolete/data/suillus-flavidus/Suillus-flavidus-aka-umbonatus-set-Darvin-DeShazer.jpg
1280,960,/home/echo/bolete/data/suillus-flavidus/Suillus-flavidus-cap-Debbie-Viess.jpg
4272,2848,/home/echo/bolete/data/suillus-flavidus/Suillus-umbonatus-AMS-2010-D-JP3.jpg
720,960,/home/echo/bolete/data/suillus-flavidus/Suillus-umbonatus-Debbie-Viess.jpg
2163,1622,/home/echo/bolete/data/suillus-fuscotomentosus/Suillus-fuscotomentosus-2-Debbie-Viess.jpg
960,540,/home/echo/bolete/data/baorangia-rufomaculata/Boletus-rufomaculatus-stem-and-context-James-Paderprobably-ID-by-the-Bessettes.jpg
1499,1999,/home/echo/bolete/data/suillus-fuscotomentosus/Suillus-fuscotomentosus-3-Debbie-Viess.jpg
4550,3034,/home/echo/bolete/data/suillus-fuscotomentosus/Suillus-fuscotomentosus-B-12-14-2012-JP3.jpg
2048,1536,/home/echo/bolete/data/suillus-fuscotomentosus/Suillus-fuscotomentosus-Darvin-DeShazer.jpg
320,240,/home/echo/bolete/data/suillus-fuscotomentosus/Suillus-fuscotomentosus-Debbie-Viess.jpg
1280,960,/home/echo/bolete/data/suillus-fuscotomentosus/Suillus-tomentosus-if-it-blues-or-fuscotomentosus-if-no-bluing-2-Alan-Rockefeller.jpg
1280,960,/home/echo/bolete/data/suillus-fuscotomentosus/Suillus-tomentosus-if-it-blues-or-fuscotomentosus-if-no-bluing-Alan-Rockefeller.jpg
4272,2848,/home/echo/bolete/data/suillus-glandulosipes/Suillus-glandulosipes-very-iffy-JP3.jpg
3921,2679,/home/echo/bolete/data/suillus-glandulosipes/Suillus-neoalbidipes-JP3.jpg
320,260,/home/echo/bolete/data/suillus-glandulosipes/Suillus-neoalbidipes-Walt-Sturgeon.jpg
320,249,/home/echo/bolete/data/suillus-glandulosipes/Suillus-neoalbidipes-stem-and-pores-Walt-Sturgeon.jpg
1200,675,/home/echo/bolete/data/baorangia-rufomaculata/Boletus-rufomaculatus-stem-and-pores-James-Paderprobably-ID-by-the-Bessettes.jpg
3572,2400,/home/echo/bolete/data/suillus-glandulosus/Fuscoboletinus-glandulosus-JP3.jpg
320,237,/home/echo/bolete/data/suillus-glandulosus/Fuscoboletinus-glandulosus-Walt-Sturgeon.jpg
1500,823,/home/echo/bolete/data/suillus-glandulosus/suillus-glandulosus-bolet-glanduleux_15033644864_o.jpg
293,320,/home/echo/bolete/data/suillus-grisellus/Fuscoboletinus-grisellus-Walt-Sturgeon.jpg
805,960,/home/echo/bolete/data/suillus-hirtellus/Suillus-hirtellus-Igor-Safonov.jpg
1629,1490,/home/echo/bolete/data/suillus-hirtellus/Suillus-hirtellus-cap-Igor-Safonov.jpg
2080,1725,/home/echo/bolete/data/suillus-hirtellus/Suillus-hirtellus-chemical-tests-Igor-Safonov.jpg
2765,1564,/home/echo/bolete/data/suillus-hirtellus/Suillus-hirtellus-halves-Igor-Safonov.jpg
2621,3131,/home/echo/bolete/data/suillus-hirtellus/Suillus-hirtellus-pores-and-stem-Igor-Safonov.jpg
1887,1420,/home/echo/bolete/data/suillus-hirtellus/Suillus-hirtellus-stem-and-pores-Igor-Safonov.jpg
3410,2646,/home/echo/bolete/data/boletellus-ananas/Boletellus-ananas-Alan-Rockefeller.jpg
1280,1003,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-Dan-Molter.jpg
1024,768,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-Debbie-Viess.jpg
5723,3858,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-WPMC-Becker-collection.jpg
1280,1117,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-caps-Igor-Safonov.jpg
1280,813,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-pores-and-stems-Igor-Safonov.jpg
3024,4032,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-spp.jpg
320,205,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-taken-in-MA-Walt-Sturgeon.jpg
320,232,/home/echo/bolete/data/suillus-kaibabensis/Suillus-brevipes-taken-in-Ontario-Walt-Sturgeon.jpg
1024,768,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-KOH-on-cap-Teresa-Clements.jpg
1024,768,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-ammonia-on-cap-Teresa-Clements.jpg
2448,3264,/home/echo/bolete/data/boletellus-ananas/Boletellus-ananas-Mary-Smiley.jpeg
1024,768,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-ammonia-red-and-KOH-black-on-flesh-Teresa-Clements.jpg
1024,768,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-halves-Teresa-Clements.jpg
1024,768,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-pores-and-stem-Teresa-Clements.jpg
2048,1536,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-portrait-Teresa-Clements.jpg
2048,1536,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-single-Teresa-Clements.jpg
1024,768,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-stem-Teresa-Clements.jpg
2048,1536,/home/echo/bolete/data/suillus-kaibabensis/Suillus-kaibabensis-stem-and-pores-Teresa-Clements.jpg
4272,2848,/home/echo/bolete/data/suillus-lakei/Suillus-lakei-A-JP3.jpg
3981,2691,/home/echo/bolete/data/suillus-lakei/Suillus-lakei-JP3.jpg
1280,853,/home/echo/bolete/data/suillus-lakei/Suillus-lakeii-Alan-Rockefeller.jpg
2048,1536,/home/echo/bolete/data/boletellus-ananas/Boletellus-ananas-Roy-Halling.jpg
3264,2448,/home/echo/bolete/data/aureoboletus-abruptibulbus/Aureoboletus-auriporus-Richard-and-Danielle-KnealMO-99902.jpeg
1280,960,/home/echo/bolete/data/suillus-lakei/Suillus-lakeii-Debbie-Viess.jpg
1280,960,/home/echo/bolete/data/suillus-lakei/Suillus-lakeii-baby-with-its-veil-on-Debbie-Viess.jpg
320,240,/home/echo/bolete/data/suillus-lakei/Suillus-lakeii-pores-get-brown-with-age-Debbie-Viess.jpg
320,293,/home/echo/bolete/data/suillus-lakei/Suillus-lakeii-showing-staining-Alan-Rockefeller.jpg
1280,960,/home/echo/bolete/data/suillus-lakei/Suillus-lakeii-showing-stem-flesh-stains-Debbie-Viess.jpg
4272,2848,/home/echo/bolete/data/suillus-luteus/Suillus-luteus-Clarion-PA-2010-A-JP3.jpg
4272,2848,/home/echo/bolete/data/suillus-luteus/Suillus-luteus-Cooks-Forest-Campground-back-2010-B-JP3.jpg
5399,3607,/home/echo/bolete/data/suillus-luteus/Suillus-luteus-WPMC-Becker-collection.jpg
320,172,/home/echo/bolete/data/suillus-luteus/Suillus-luteus-Walt-Sturgeon.jpg
2048,1462,/home/echo/bolete/data/suillus-luteus/Suillus-luteus-array-Robert-Gergulics.jpg
1080,1280,/home/echo/bolete/data/boletellus-ananas/Boletellus-ananas-Walt-Sturgeon.jpg
227,320,/home/echo/bolete/data/suillus-luteus/Suillus-luteus-baby-Walt-Sturgeon.jpg
320,239,/home/echo/bolete/data/suillus-megaporinus/Suillus-americanus-Debbie-Viess.jpg
320,239,/home/echo/bolete/data/suillus-megaporinus/Suillus-americanus-Debbie-Viess1.jpg
1280,1086,/home/echo/bolete/data/suillus-megaporinus/Suillus-americanus-Igor-Safonov.jpg
3453,2463,/home/echo/bolete/data/suillus-megaporinus/Suillus-americanus-JP3.jpg
5723,3858,/home/echo/bolete/data/suillus-megaporinus/Suillus-americanus-WPMC-Becker-collection.jpg
1280,960,/home/echo/bolete/data/suillus-megaporinus/Suillus-americanus-older-with-browned-pores-Dave-Wasilewsky.jpg
320,240,/home/echo/bolete/data/suillus-megaporinus/Suillus-megaporinus-Debbie-Viess.jpg
1024,768,/home/echo/bolete/data/suillus-megaporinus/Suillus-megaporinus-cap-Debbie-Viess.jpg
1024,768,/home/echo/bolete/data/suillus-megaporinus/Suillus-megaporinus-plate-Debbie-Viess.jpg
2243,1863,/home/echo/bolete/data/boletellus-ananas/Boletellus-ananas-pores-staining-Mary-Smiley.jpeg
1024,768,/home/echo/bolete/data/suillus-megaporinus/Suillus-megaporinus-root-Debbie-Viess.jpg
1280,1003,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-Dan-Molter.jpg
1024,768,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-Debbie-Viess.jpg
5723,3858,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-WPMC-Becker-collection.jpg
1280,1117,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-caps-Igor-Safonov.jpg
1280,813,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-pores-and-stems-Igor-Safonov.jpg
3024,4032,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-spp.jpg
320,205,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-taken-in-MA-Walt-Sturgeon.jpg
320,232,/home/echo/bolete/data/suillus-occidentalis/Suillus-brevipes-taken-in-Ontario-Walt-Sturgeon.jpg
3664,3214,/home/echo/bolete/data/suillus-occidentalis/Suillus-occidentalis-Iffy-ID-Debbie-Viess.jpg
2448,3264,/home/echo/bolete/data/boletellus-ananas/Boletellus-ananas-veil-receding-Mary-Smiley.jpeg
3746,3648,/home/echo/bolete/data/suillus-occidentalis/Suillus-occidentalis-cap-Iffy-ID-Debbie-Viess.jpg
4272,2848,/home/echo/bolete/data/suillus-ochraceoroseus/Fuscoboletinus-ochraceoroseus-B-NAMA08-idaho.jpg
320,240,/home/echo/bolete/data/suillus-ochraceoroseus/Fuscoboletinus-ochraceoroseus-Debbie-Viess.jpg
4272,2848,/home/echo/bolete/data/suillus-ochraceoroseus/Suillus-ochraceoroseus-AMS2010-C.jpg
1280,960,/home/echo/bolete/data/suillus-ochraceoroseus/Suillus-ochraceoroseus-Debbie-Viess.jpg
3648,2736,/home/echo/bolete/data/suillus-ochraceoroseus/Suillus-ochraceoroseus-context-Debbie-Viess.jpg
320,216,/home/echo/bolete/data/suillus-paluster/Fuscoboletinus-paluster-2-Walt-Sturgeon.jpg
